Botanical Name;Height;Spread;Spacing;USDA Hardiness Zone;Bloom Color;Common Name;Soil Moisture Preference;Exposure;Flowering Months;Attracts Wildlife;Extra Attributes;Deer Resistant;Foliage Color;Growth Rate;Salt Tolerance;Season of Interest;Phytoremediation
Salvia nemorosa 'Wesuwe';12-18 in;12-18 in;18-24 in;3 - 8;Purple;Wesuwe meadow sage;Dry to Moist;Full Sun;September,August,July,June;Songbirds,Pollinators,Butterflies;Drought Tolerant,Cut Flower,Clay Soil,Rock Garden,Long Blooming;Deer Resistant;Green;Medium;Low;Summer,Spring; ;
Salvia x sylvestris 'Blue Hill';18-24 in;12-18 in;18-24 in;4 - 8;Light Blue; ;Dry to Moist;Full Sun;June,May;Songbirds,Pollinators,Butterflies;Drought Tolerant,Cut Flower,Clay Soil,Rock Garden,Long Blooming;Deer Resistant;Green;Medium;Low;Summer,Spring; ;
Salvia x sylvestris 'May Night';18-24 in;12-18 in; ;4 - 8;Purple;May Night wood sage;Dry to Moist;Full Sun;June,May;Pollinators,Hummingbirds,Butterflies;Drought Tolerant,Cut Flower,Clay Soil,Rock Garden,Long Blooming;Deer Resistant;Green;Medium;Low;Summer,Spring; ;
Salvia x sylvestris 'Snow Hill';18-24 in;12-18 in;18-24 in;4 - 8;White;Snow Hill wood sage;Dry to Moist;Full Sun;June,May;Pollinators,Butterflies;Drought Tolerant,Cut Flower,Container,Clay Soil,Rock Garden,Long Blooming;Deer Resistant;Green;Medium;Low;Summer,Spring; ;
Sanguisorba officinalis;30-36 in;24-36 in;24 in;4 - 8;Purple Red;Greater burnet;Moist;Full Sun;June,May;Songbirds,Pollinators,Butterflies;Dried Flower,Cut Flower,Naturalizing,Interesting Foliage,Drought Tolerant;Deer Resistant;Green;Medium; ;Summer,Spring; ;
Schizachyrium scoparium;2-4 ft;2-3 ft;12-18 inches;4-10;Green, Tan;Little bluestem;Dry,Well-Drained;Full Sun to Partial Shade;September;Songbirds,Pollinators,Butterflies;Dried Flower,Clay Soil,Naturalizing,Drought Tolerant; ;Gray-Green,Blue-Green;Medium;High;Fall,Summer,Spring,Winter;Cu-Copper;
Schizachyrium scoparium 'Jazz';2 ft;1-2 ft;12-18 in;4-9;Green, Tan;Jazz little bluestem;Dry;Full Sun;September; ;Drought Tolerant;Deer Resistant; ; ;Medium;Fall; ;
Schizachyrium scoparium 'Standing Ovation PP 25202';3-4 ft;12-18 in;12-18 in;3-8;Silver;Little bluestem;Dry;Full Sun to Partial Shade;October,September;Songbirds;Rock Garden,Interesting Foliage,Drought Tolerant,Coastal,Clay Soil; ;Blue;Fast;Medium;Spring,Winter,Fall,Summer; ;
Schizachyrium scoparium 'The Blues';2-3 ft;1-2 ft;12-18 in;4-9;Green, Tan;Little bluestem;Dry;Full Sun;September; ;Drought Tolerant;Deer Resistant; ; ;Medium;Fall; ;
Scirpus atrovirens;3-4 ft;2-4 ft;3-4 ft;3-9;Green, Tan;Green bulrush;Wet to Moist;Full Sun to Partial Shade;September,August,July,June; ;Naturalizing,Rain Garden; ;Green; ;Medium;Fall,Summer,Spring,Winter; ;
Scirpus cyperinus;3-6 ft;3-5 ft;4 ft;4-9;Green, Tan;Wool grass;Wet to Moist;Full Sun to Partial Shade;September,August,July; ;Rain Garden,Bog,Naturalizing,East-Coast Native; ;Green; ;Medium;Fall,Summer,Spring,Winter; ;
Scirpus validus (tabernaemontani);6-8 ft;4-5 ft;4 ft;3-9;Green, Tan;Soft stemmed bulrush;Wet,Wet to Moist;Full Sun to Partial Shade;October,September,August,July,June;Songbirds,Pollinators;East-Coast Native,Coastal,Clay Soil,Bog,Rain Garden,Naturalizing,Interesting Foliage;Deer Resistant;Green; ;Medium;Spring,Winter,Fall,Summer;Zn-Zinc,Pb-Lead,Cu-Copper,Cd-Cadmium;
Scutellaria incana;2-3 ft;1-2 ft;2 ft;4-9;Lavender-Blue;hoary skull cap;Dry to Moist;Light Shade;September,August,July;Pollinators,Hummingbirds;Naturalizing,Drought Tolerant,Coastal,Clay Soil;Deer Resistant;Green;Medium; ;Summer,Spring; ;
Sedum cauticola 'Lidakense';3-4 in;8-12 in;8 in;4 - 11;Rose;Lidakense stonecrop;Dry to Moist;Full Sun;September,August;Pollinators,Butterflies;Evergreen,Drought Tolerant,Container,Rock Garden,Clay Soil,Long Blooming,Ground Cover,Interesting Foliage;Deer Resistant;Gray-Green;Slow; ;Spring,Winter,Fall,Summer; ;
Sedum sieboldii;6-12 in;10-12 in;12 in;3 - 9;Pink;October stonecrop, October daphne;Dry to Moist;Full Sun;October,September;Pollinators,Butterflies;Interesting Foliage,Drought Tolerant,Container,Clay Soil,Rock Garden,Ground Cover;Deer Resistant;Gray-Green,Blue-Green;Medium;Low;Fall,Summer,Spring; ;
Sedum spectabile 'Autumn Joy';18-24 in;18-24 in;18-24 in;3 - 9;Rose;Autumn Joy stonecrop;Dry to Moist;Full Sun;October,September;Pollinators,Butterflies;Interesting Foliage,Drought Tolerant,Coastal,Clay Soil,Rock Garden,Naturalizing; ;Gray-Green;Medium;Low;Fall,Summer,Spring; ;
Sedum ternatum;2-3 in;6-12 in;8 in;3-9;White;three-leaved stone crop;Moist to Dry;Full Shade to Partial Shade;June,May;Butterflies,Pollinators;Naturalizing,Ground Cover,Drought Tolerant;Deer Resistant;Green;Medium; ;Spring,Fall,Summer; ;
Senecio aureus;1-2 ft;1 ft;18 in;4-9;Yellow;Golden ragwort;Moist to Wet;Partial Shade;May;Pollinators,Butterflies;Ground Cover,East-Coast Native,Cut Flower,Bog,Rain Garden;Deer Resistant;Green;Medium; ;Summer,Spring,Fall; ;
Sesleria autumnalis;9-24 in;12-18 in;18-24 in;5-9;White;Autumn Moor Grass;Moist to Dry;Full Sun to Partial Shade;April;Pollinators;Rock Garden,Ground Cover,Interesting Foliage,Drought Tolerant;Deer Resistant;Chartreuse;Medium; ;Spring,Winter,Fall,Summer; ;
Sesleria x 'Greenlee Hybrid';8-12 in;8-12 in;16-24 in;5-9;White;Greenlee's Hybrid Moor Grass;Average,Well-Drained,Dry;Full Sun,Light Shade,Sun/Light Shade;April;Pollinators;Drought Tolerant,Rock Garden;Deer Resistant;Chartreuse;Medium; ;Winter,Fall,Summer,Spring; ;
Silene caroliniana;1 ft;9-12 in;12-18 in;4-8;Pink;Wild pink;Well-Drained,Dry to Moist;Full Sun to Partial Shade;June,May;Pollinators,Butterflies;Rock Garden,Naturalizing,Ground Cover,Drought Tolerant; ;Green;Medium; ;Spring,Fall,Summer; ;
Silene virginica;1-2 ft;1-2 ft;18-24 in;4-8;Red;Fire pink;Moist to Dry;Partial Shade;June,May;Pollinators,Hummingbirds,Butterflies;Ground Cover,Drought Tolerant,Clay Soil,Rock Garden,Naturalizing; ;Green; ; ; ; ;
Silphium laciniatum;5-9 ft;2-3 ft;2-3 ft;3 - 8;Yellow;Compass plant;Average;Full Sun;September,August,July;Pollinators,Butterflies;Interesting Foliage,Drought Tolerant,Cut Flower,Clay Soil,Rock Garden,Naturalizing,Long Blooming; ;Green;Slow; ;Summer,Spring; ;
Silphium perfoliatum;4-10 ft;4-6 ft; ;4-8;Yellow;Cup plant;Moist to Dry;Full Sun;October,September,August;Songbirds,Pollinators,Butterflies;Drought Tolerant,Clay Soil,Rain Garden,Bog,Naturalizing,East-Coast Native; ;Green;Medium; ;Summer,Spring; ;
Silphium terebinthinaceum;3-10 ft;1-3 ft;2-3 ft;4 - 8;Yellow;Prairie dock;Average; ;September,August,July;Butterflies,Pollinators;Interesting Foliage,East-Coast Native,Drought Tolerant,Cut Flower,Clay Soil,Naturalizing,Long Blooming; ;Green;Slow; ;Summer,Spring; ;
Sisyrinchium angustifolium 'Lucerne';10-12 in;6-12 in;12 in;5-9;Blue;Blue-eyed grass;Moist to Dry;Full Sun to Partial Shade;June,May;Pollinators,Songbirds;Rain Garden,East-Coast Native,Drought Tolerant,Cut Flower,Clay Soil,Naturalizing,Bog,Ground Cover,Interesting Foliage;Deer Resistant;Green;Medium; ;Summer,Spring; ;
Sisyrinchium angustifolium 'Suwannee';8-12 in;12-18 in;18 in;6-9;Blue;Blue-eyed grass;Moist to Dry;Full Sun to Partial Shade;June,May; ;Bog,Naturalizing,Ground Cover,East-Coast Native,Rain Garden,Drought Tolerant;Deer Resistant;Green;Medium;Low;Summer,Spring; ;
Solidago bicolor;1-3 ft;1 ft;12-18 in;3 - 8;White;silverrod;Dry to Moist;Full Sun to Partial Shade;October,September,August,July;Butterflies,Songbirds,Pollinators;East-Coast Native,Drought Tolerant,Cut Flower,Clay Soil,Rock Garden,Long Blooming,Ground Cover;Deer Resistant; ;Medium;Medium;Summer,Spring,Fall; ;
Solidago caesia;2-3 ft;1-2 ft;2 ft;4-8;Yellow;Blue-stem goldenrod;Moist to Dry;Full Shade to Partial Shade;October,September;Butterflies,Songbirds,Pollinators;Naturalizing,Drought Tolerant,Cut Flower,Clay Soil,Rock Garden; ;Green;Medium;Medium;Fall,Summer,Spring; ;
Solidago flexicaulis;3 ft;1-2 ft;2-3 ft;2-9;Yellow;Zig-zag goldenrod;Dry;Full Shade to Partial Shade;October,September,August;Pollinators,Butterflies;East-Coast Native,Drought Tolerant,Cut Flower,Clay Soil,Rock Garden,Naturalizing;Deer Resistant;Green; ; ; ; ;
Solidago graminifolia;2-4 ft;1-2 ft;2 ft;3-9;Yellow;Grass-leaved goldenrod;Moist to Wet;Full Sun to Partial Shade;October,September;Butterflies,Songbirds,Pollinators;East-Coast Native,Drought Tolerant,Cut Flower,Clay Soil,Rock Garden,Naturalizing; ;Green;Medium; ;Fall,Summer,Spring; ;
Solidago nemoralis;6-30 in;6-30 in;12-30 in;3-9;Yellow;Prairie goldenrod;Dry;Full Sun;November,October,September,August;Pollinators,Butterflies;East-Coast Native,Drought Tolerant,Clay Soil,Rock Garden,Naturalizing,Long Blooming;Deer Resistant;Green;Medium; ; ; ;
Solidago rigida;2-5 ft;1-2 ft;2-3 ft;3-9;Yellow;Stiff goldenrod;Moist to Dry;Full Sun;October,September;Songbirds,Pollinators,Butterflies;Naturalizing,Cut Flower,Clay Soil;Deer Resistant;Green;Medium;Medium;Spring,Fall,Summer; ;
Solidago rigida ssp. humilis 'Golden Rockets';2 ft;2 ft;2-3 ft;3 - 9;Yellow;Golden Rockets goldenrod;Dry to Moist;Full Sun;October,September;Pollinators,Butterflies;Dried Flower,Cut Flower,Container,Clay Soil,Rock Garden,Naturalizing,Drought Tolerant; ;Green;Medium;High; ; ;
Solidago rugosa 'Fireworks';3-4 ft;2-3 ft;3-4 ft;4-9;Yellow;Wrinkle-leaf goldenrod;Moist to Wet;Full Sun to Partial Shade;October,September;Butterflies,Songbirds,Pollinators;Long Blooming,Rain Garden,Drought Tolerant,Cut Flower,Clay Soil,Naturalizing;Deer Resistant;Green;Medium; ;Fall,Summer,Spring; ;
Solidago speciosa;3-5 ft;2-3 ft;36-48 in;3-8;Yellow;Showy goldenrod;Moist to Dry;Full Sun to Partial Shade;October,September;Butterflies,Songbirds,Pollinators;Drought Tolerant,Cut Flower,Coastal,Clay Soil,Rock Garden,Naturalizing; ;Green;Medium;Medium;Fall,Summer,Spring; ;
Sorghastrum nutans;3-5 ft;2-3 ft;3 ft;2-9;Green, Tan;Indian grass;Dry to Moist;Full Sun to Partial Shade;August;Songbirds;Naturalizing,Drought Tolerant,Dried Flower,Clay Soil; ;Green;Fast;Low;Fall,Summer,Spring,Winter; ;
Sporobolus airoides;4 ft;2 ft;3 ft;4-9;Purple, Yellow;Alkali Sacaton;Moist to Dry,Dry;Full Sun;August;Songbirds,Pollinators;Favorite,East-Coast Native,Drought Tolerant,Rock Garden,Naturalizing,Rain Garden,Ground Cover,Fragrant;Deer Resistant;Green,Bronze;Fast;High;Summer,Spring,Winter,Fall; ;
Sporobolus heterolepis;1-2 ft;2-3 ft; ;3-8;Green, Tan;Prairie dropseed;Moist to Dry,Dry;Full Sun;August;Songbirds,Pollinators;Favorite,East-Coast Native,Drought Tolerant,Rock Garden,Naturalizing,Ground Cover,Fragrant;Deer Resistant;Bronze,Green;Fast;Medium;Spring,Winter,Fall,Summer; ;
Stachys officinalis;18-24 in;12-18 in;18-24 in;4 - 8;Red Violet;Bishop's wort;Moist;Full Sun;August,July;Pollinators,Hummingbirds,Butterflies;Container,Clay Soil,Naturalizing,Long Blooming,Ground Cover,Cut Flower;Deer Resistant; ; ; ;Summer,Spring; ;
Stachys officinalis 'Hummello';18-24 in;18-24 in;12-18 in;4 - 8;Red Violet;Hummello betony;Moist/Well-Drained;Full Sun to Partial Shade;September,August,July;Pollinators,Hummingbirds,Butterflies;Ground Cover,Interesting Foliage,Evergreen,Long Blooming;Deer Resistant;Green;Medium; ;Fall,Summer,Spring; ;
Stachys x 'Summer Crush';24-30 in;1-2 ft;12-18 in;4-9;Pink, White;Summer Crush betony;Dry to Moist;Full Sun to Partial Shade;July,June;Butterflies,Songbirds,Pollinators;Drought Tolerant,Cut Flower,Reblooming,Container,Long Blooming,Clay Soil,Ground Cover,Interesting Foliage,Favorite;Deer Resistant;Green;Medium; ;Spring,Summer; ;
Stylophorum diphyllum;1-2 ft;1 ft;18-24 in;4-9;Yellow;Celandine poppy;Moist;Partial Shade to Full Shade;April;Pollinators,Butterflies;Ground Cover,East-Coast Native,Drought Tolerant,Rain Garden,Bog,Rock Garden,Naturalizing;Deer Resistant;Green;Medium; ;Summer,Spring; ;
Teucrium chamaedrys;9-12 in;12-24 in;12 in;5 - 9;Lavender-Pink;Wall germander;Dry to Moist;Full Sun;July;Pollinators,Hummingbirds,Butterflies;Cut Flower,Container,Clay Soil,Rock Garden,Ground Cover,Evergreen,Drought Tolerant;Deer Resistant;Green;Medium; ;Fall,Summer,Spring,Winter; ;
Thalictrum rochebrunianim;4-6 ft;2 ft;2-3 ft;4-7;Purple;Meadow rue;Moist;Full Sun to Partial Shade;September,August,July;Pollinators,Butterflies;Favorite,Drought Tolerant,Cut Flower,Clay Soil,Long Blooming,Interesting Foliage;Deer Resistant;Blue-Green;Fast; ;Summer,Spring; ;
Thermopsis villosa;5 ft;2-3 ft; ;4-9;Yellow;Carolina lupine;Moist to Dry;Full Sun;July,June; ;Drought Tolerant; ;Blue-Green; ; ; ; ;
Tiarella 'New Moon Motley';8-12 in;12-24 in;12-18 in;4-8;White;New Moon Motley foam flower;Moist/Well-Drained;Full Shade to Partial Shade;May,April;Pollinators;Naturalizing,Ground Cover,Evergreen,Drought Tolerant,Clay Soil;Deer Resistant;Green;Medium; ;Winter,Fall,Summer,Spring; ;
Tiarella cordifolia;6-12 Inches;1-2 ft;24-36 in;4-9;White;Creeping foam flower;Moist;Full Shade to Partial Shade;April,May;Pollinators,Butterflies;Naturalizing,Ground Cover,East-Coast Native; ;Green;Medium; ;Summer,Spring,Winter,Fall; ;
Tiarella cordifolia wherryi;10 Inches;10 in;20-24 in;5-7;White;Foam flower;Moist;Full Shade to Partial Shade;May,April;Pollinators,Butterflies;East-Coast Native,Drought Tolerant,Clay Soil,Bog,Naturalizing,Ground Cover,Interesting Foliage; ;Green;Medium; ;Fall,Summer,Spring; ;
Tradescantia ohiensis;2-4 ft;2-3 ft; ;5-8;Light Blue;Ohio spiderwort;Moist to Wet;Partial Shade to Full Sun;September,August,July,June;Butterflies,Pollinators;Rain Garden,Favorite,East-Coast Native,Cut Flower,Clay Soil,Bog,Naturalizing,Long Blooming; ;Blue-Green;Medium; ;Summer,Spring; ;
Tradescantia ohiensis 'Mrs. Loewer';2-3 ft;1-2 ft;18-24 in;3-8;Light Blue;Ohio Spiderwort;Dry to Moist;Sun/Light Shade;September,August,July,June;Pollinators,Butterflies;Long Blooming,East-Coast Native,Drought Tolerant,Cut Flower,Rock Garden,Naturalizing; ;Green;Fast;Low;Fall,Summer,Spring; ;
Tradescantia virginiana;2-3 ft;1-2 ft;18-24 in;4-9;Lavender;Spider lily;Moist;Full Sun to Partial Shade;July,June,May;Hummingbirds,Butterflies;Favorite,East-Coast Native,Cut Flower,Clay Soil,Rock Garden,Naturalizing,Long Blooming; ;Green;Fast; ;Fall,Summer,Spring; ;
Verbena bonariensis;2-4 ft;18-36 in;1 ft;7 - 11;Purple;purpletop vervain;Moist;Full Sun to Partial Shade;August,July,June,October,September;Pollinators,Butterflies;Dried Flower,Cut Flower,Container,Reblooming,Clay Soil,Naturalizing,Long Blooming,Drought Tolerant; ;Blue-Green;Fast;Medium;Spring,Fall,Summer; ;
Verbena hastata;2-6 ft;1-2 ft;18-24 in;3-9;Purple;Blue vervain;Moist to Wet;Full Sun to Partial Shade;August,July;Butterflies,Pollinators;Favorite,East-Coast Native,Rain Garden,Dried Flower,Cut Flower,Bog,Naturalizing,Long Blooming; ;Green;Fast;Medium;Summer,Spring; ;
Vernonia glauca;3-5 ft;2-4 ft;3 ft;6-8;Purple;Upland ironweed;Moist to Dry;Full Sun to Partial Shade;September,August;Butterflies,Pollinators;Rock Garden,Naturalizing,Long Blooming,Drought Tolerant,Cut Flower; ;Green;Medium; ;Spring,Summer; ;
Vernonia lettermannii 'Iron Butterfly';2-3 ft;2-3 ft;2-4 ft;4-9;Purple;Iron Butterfly ironweed;Moist to Wet;Full Sun to Partial Shade;October,September,August;Butterflies,Pollinators;Rain Garden,Naturalizing,Long Blooming,Drought Tolerant,Cut Flower,Clay Soil,Rock Garden;Deer Resistant;Green;Fast; ;Fall,Summer,Spring; ;
Vernonia noveborecensis;4-8 ft;2-4 ft;2-4 ft;5-9;Purple;New York ironweed;Moist to Wet;Full Sun to Partial Shade;October,September,August,July;Butterflies,Pollinators;Long Blooming,East-Coast Native,Cut Flower,Clay Soil,Bog,Rain Garden,Naturalizing;Deer Resistant;Green;Medium;Medium;Fall,Summer,Spring; ;
Veronicastrum virginicum;4-8 ft;2-3 ft;2-3 ft;3-8;White;Culver root;Moist to Wet;Full Sun to Partial Shade;August,July;Butterflies,Pollinators;East-Coast Native,Drought Tolerant,Rain Garden,Cut Flower,Clay Soil,Bog,Naturalizing,Long Blooming; ;Green;Medium; ;Summer,Spring; ;
Viola sororia;4-6 in;6 in;6-8 in;3-7;Blue, White;Meadow Violet;Moist to Dry;Partial Shade;July,June,May,April,August;Pollinators,Butterflies;Evergreen,East-Coast Native,Cut Flower,Clay Soil,Rock Garden,Naturalizing,Ground Cover;Deer Resistant;Green;Fast; ;Spring,Summer; ;
Viola striata;8-12 in;8-12 in;12-18 in;4 - 7;Cream, Purple;Striped cream violet;Moist to Wet;Partial Shade;May,April,June;Butterflies;East-Coast Native,Clay Soil,Bog;Deer Resistant;Green;Medium; ;Spring,Summer; ;
Waldsteinia fragarioides;3-6 in;12 in;18-24 in;4-7;Yellow;Barren strawberry;Moist;Full Sun to Partial Shade;May,April;Pollinators;Evergreen,East-Coast Native,Drought Tolerant,Clay Soil,Naturalizing,Bog,Ground Cover,Interesting Foliage;Deer Resistant;Green;Medium; ;Summer,Spring,Winter,Fall; ;
Zizia aptera;1-3 Feet;1-2 ft;18-24 in;3-8;Yellow;Heartleaf Alexander's;Moist to Dry;Full Sun to Partial Shade;July,June,May;Butterflies,Pollinators;Rock Garden,Interesting Foliage,Drought Tolerant,Cut Flower,Clay Soil; ;Green; ; ;Spring,Summer; ;
Zizia aureus;1-3 ft;1-2 ft;18-24 in;3-9;Yellow;Golden Alexander's;Moist to Wet;Full Sun to Partial Shade;June,May;Butterflies,Pollinators;Naturalizing,Drought Tolerant,Cut Flower,Rain Garden,Clay Soil,Bog,Rock Garden; ;Green; ;Medium;Winter,Summer,Spring; ;
